Bidang,Major Project,Nama Jabatan/Bidang,Jenis Jabatan,Tugas,Level Competency Permenpan 38 Tahun 2017,Level Competency SKKNI
Industri/Koperasi,Penguatan Jaminan Usaha Serta 350 Korporasi Petani dan Nelayan,Bidang Pengembangan Teknologi Informasi Usaha dan Inkubasi Wirausaha,JPT,"melaksanakan penyiapan perumusan kebijakan, koordinasi dan sinkronisasi pelaksanaan kebijakan, pemantauan, analisis, evaluasi, dan pelaporan di bidang pengembangan teknologi informasi usaha dan pengembangan inkubasi wirausaha, serta penyiapan penyusunan norma, standar, prosedur, kriteria, dan pemberian bimbingan teknis dan supervisi di bidang penyelenggaraan inkubator wirausaha.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Industri/Koperasi,Penguatan Jaminan Usaha Serta 350 Korporasi Petani dan Nelayan,"Bidang Pemetaan Data, Analisis dan Pengkajian Usaha",JPT,"melaksanakan penyiapan
 perumusan kebijakan, koordinasi dan sinkronisasi
 pelaksanaan kebijakan, serta pemantauan, analisis, evaluasi,
 dan pelaporan di bidang pemetaan potensi kewirausahaan
 nasional serta pemetaan data, analisis dan pengkajian usaha.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Industri/Koperasi,Penguatan Jaminan Usaha Serta 350 Korporasi Petani dan Nelayan,Bidang Pengawasan Sumber Daya Kelautan dan Perikanan,JPT,"menyelenggarakan perumusan
 dan pelaksanaan kebijakan di bidang pengawasan
 pengelolaan sumber daya kelautan dan perikanan.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Industri/Koperasi,Penguatan Jaminan Usaha Serta 350 Korporasi Petani dan Nelayan,Bidang Usaha dan Investasi,JPT,"melaksanakan perumusan dan pelaksanaan kebijakan,
 penyusunan norma, standar, prosedur, dan kriteria,
 pemberian bimbingan teknis dan supervisi, serta evaluasi dan
 pelaporan di bidang peningkatan keberlanjutan usaha dan
 investasi meliputi pemetaan dan peluang investasi, pelayanan
 dan kemitraan usaha, akses permodalan, serta
 kewirausahaan dan kelembagaan usaha kelautan dan
 perikanan.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Industri/Koperasi,Penguatan Jaminan Usaha Serta 350 Korporasi Petani dan Nelayan,Bidang Pengolahan dan Bina Mutu,JPT,"melaksanakan perumusan dan pelaksanaan kebijakan,
 penyusunan norma, standar, prosedur, dan kriteria,
 pemberian bimbingan teknis dan supervisi, serta evaluasi
 dan pelaporan di bidang pengolahan dan pembinaan mutu
 meliputi standardisasi, industri skala mikro, kecil,
 menengah, dan besar, serta diversifikasi hasil kelautan dan
 perikanan.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Energi,Pembangunan Energi Terbarukan Green Fuel Berbasis Kelapa Sawit,Bidang Energi dan Sumber Daya Mineral,JPT,"Merumuskan kebijakan, melaksanakan kebijakan, melaksanakan evaluasi dan pelaporan, dan melaksanakan administrasi di bidang energi dan sumber daya mineral",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Energi,Pembangunan Energi Terbarukan Green Fuel Berbasis Kelapa Sawit,Bidang Perkebunan dan Peternakan,JPT,"Merumuskan kebijakan, melaksanakan kebijakan, melaksanakan evaluasi dan pelaporan, dan melaksanakan administrasi di bidang perkebunan dan peternakan",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Perikanan,Revitalisasi Tambak di Kawasan Sentra Produksi Udang dan Bandeng,Bidang pangan,JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang pangan.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Perikanan,Revitalisasi Tambak di Kawasan Sentra Produksi Udang dan Bandeng,Bidang kelautan dan perikanan,JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang kelautan dan perikanan.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Perikanan,Revitalisasi Tambak di Kawasan Sentra Produksi Udang dan Bandeng,Bidang Pertanian,JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang pertanian.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Perikanan,Revitalisasi Tambak di Kawasan Sentra Produksi Udang dan Bandeng,Bidang Sumber Daya Air,JPT,enyelenggarakan perumusan dan pelaksanaan kebijakan di bidang pengelolaan sumber daya air sesuai dengan ketentuan peraturan perudang-undangan.,Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Perikanan,Revitalisasi Tambak di Kawasan Sentra Produksi Udang dan Bandeng,Bidang Sistem dan Strategi Pengelolaan Sumber Daya Air,JPT,menyelenggarakan perumusan dan pelaksanaan kebijakan di bidang pengelolaan sumber daya air sesuai dengan ketentuan peraturan perudang-undangan.,Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Perikanan,Revitalisasi Tambak di Kawasan Sentra Produksi Udang dan Bandeng,Bidang Kepatuhan Intern,JPT,"Melaksanakan penyusunan kebijakan teknis kerangka kerja, pembinaan, pengendalian, pemantauan, evaluasi, dan pelaporan kepatuhan intern dan manajemen risiko",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Perikanan,Revitalisasi Tambak di Kawasan Sentra Produksi Udang dan Bandeng,Bidang Perikanan Tangkap,JPT,"menyelenggarakan perumusan dan pelaksanaan kebijakan di
 bidang pengelolaan perikanan tangkap",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Perikanan,Revitalisasi Tambak di Kawasan Sentra Produksi Udang dan Bandeng,Bidang Pengelolaan Sumber Daya Ikan,JPT,"perumusan dan pelaksanaan kebijakan, penyusunan norma, standar, prosedur, dan kriteria, pemberian bimbingan teknis dan supervisi, serta evaluasi dan pelaporan di bidang pengelolaan sumber daya ikan yang berkelanjutan di perairan darat, laut pedalaman, teritorial dan perairan kepulauan, Zona Ekonomi Ekslusif Indonesia (ZEEI) dan laut lepas, serta pemantauan dan analisis pengelolaan sumber daya ikan.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Perikanan,Revitalisasi Tambak di Kawasan Sentra Produksi Udang dan Bandeng,Bidang Kapal Perikanan dan Alat Penangkap Ikan,JPT,"melaksanakan perumusan dan pelaksanaan kebijakan, penyusunan norma, standar, prosedur, dan kriteria, pemberian bimbingan teknis dan supervisi, serta evaluasi dan pelaporan di bidang kapal perikanan, alat penangkapan ikan, pengawakan kapal
 perikanan, serta permesinan dan operasional kapal
 perikanan.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Perikanan,Revitalisasi Tambak di Kawasan Sentra Produksi Udang dan Bandeng,Bidang Perikanan Budidaya,JPT,"menyelenggarakan perumusan dan pelaksanaan kebijakan
 di bidang pengelolaan perikanan budidaya.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Perikanan,Revitalisasi Tambak di Kawasan Sentra Produksi Udang dan Bandeng,Bidang Kawasan dan Kesehatan Ikan,JPT,"melaksanakan perumusan dan pelaksanaan kebijakan, penyusunan norma, standar, prosedur, dan kriteria, pemberian bimbingan teknis dan supervisi, serta evaluasi dan pelaporan di bidang sarana dan prasarana kawasan, penataan kawasan, hama dan penyakit ikan, residu dan laboratorium.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Perikanan,Revitalisasi Tambak di Kawasan Sentra Produksi Udang dan Bandeng,Bidang Perbenihan,JPT,"melaksanakan
 perumusan dan pelaksanaan kebijakan, penyusunan
 norma, standar, prosedur, dan kriteria, pemberian
 bimbingan teknis dan supervisi, serta evaluasi dan
 pelaporan di bidang induk, perbenihan ikan air tawar,
 perbenihan ikan air payau dan perbenihan ikan laut.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Perikanan,Revitalisasi Tambak di Kawasan Sentra Produksi Udang dan Bandeng,Bidang Pakan dan Obat Ikan,JPT,"melaksanakan perumusan dan pelaksanaan kebijakan,
 penyusunan norma, standar, prosedur, dan kriteria,
 pemberian bimbingan teknis dan supervisi, serta evaluasi
 dan pelaporan di bidang bahan baku pakan, pakan buatan,
 peredaran pakan dan obat ikan dan penerapan cara
 pembuatan pakan ikan dan obat ikan yang baik.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Perikanan,Revitalisasi Tambak di Kawasan Sentra Produksi Udang dan Bandeng,Bidang Usaha Budidaya,JPT,"melaksanakan perumusan dan pelaksanaan kebijakan,
 penyusunan norma, standar, prosedur, dan kriteria,
 pemberian bimbingan teknis dan supervisi, serta evaluasi
 dan pelaporan di bidang produksi ikan konsumsi, ikan hias,
 pengembangan usaha, dan pelayanan usaha perikanan
 budidaya.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Perikanan,Revitalisasi Tambak di Kawasan Sentra Produksi Udang dan Bandeng,Bidang Perikanan Budidaya Air Tawar,JPT,"melaksanakan uji terap teknik dan kerja sama, pengelolaan produksi, pengujian laboratorium, mutu pakan, residu, kesehatan ikan dan lingkungan, bimbingan teknis, dan pengelolaan sistem informasi dibidang perikanan budidaya air tawar.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Perikanan,Revitalisasi Tambak di Kawasan Sentra Produksi Udang dan Bandeng,Bidang Perikanan Budidaya Air Payau,JPT,"melaksanakan uji terap teknik dan kerja sama, pengelolaan
 produksi, pengujian laboratorium, mutu pakan, residu,
 kesehatan ikan dan lingkungan, bimbingan teknis, dan
 pengelolaan sistem informasi dibidang perikanan budidaya
 air payau.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Perikanan,Revitalisasi Tambak di Kawasan Sentra Produksi Udang dan Bandeng,Bidang Perikanan Budidaya Laut,JPT,"melaksanakan uji terap teknik dan kerja sama, pengelolaan
 produksi, pengujian laboratorium, mutu pakan, residu,
 kesehatan ikan dan lingkungan, bimbingan teknis, dan
 pengelolaan sistem informasi dibidang perikanan budidaya
 laut.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Perikanan,Revitalisasi Tambak di Kawasan Sentra Produksi Udang dan Bandeng,Bidang Pengolahan dan Bina Mutu,JPT,"melaksanakan perumusan dan pelaksanaan kebijakan,
 penyusunan norma, standar, prosedur, dan kriteria,
 pemberian bimbingan teknis dan supervisi, serta evaluasi
 dan pelaporan di bidang pengolahan dan pembinaan mutu
 meliputi standardisasi, industri skala mikro, kecil,
 menengah, dan besar, serta diversifikasi hasil kelautan dan
 perikanan.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Perikanan,Revitalisasi Tambak di Kawasan Sentra Produksi Udang dan Bandeng,Bidang Kepelabuhan Perikanan,JPT,"Melaksanakan pengelolaan dan pelayanan pemanfaatan sumber daya ikan, serta keselamatan operasional kapal perikanan.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Perikanan,Revitalisasi Tambak di Kawasan Sentra Produksi Udang dan Bandeng,Bidang Penangkapan Ikan,JPT,"Melaksanakan uji terap, penyebarluasan, teknologi pemanfaatan sumber daya ikan, pelayanan dan kerja sama teknis, pengujian dan sertifikasi, bimbingan teknis, dan pengelolaan sistem informasi di bidang penangkapan ikan.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Perikanan,Revitalisasi Tambak di Kawasan Sentra Produksi Udang dan Bandeng,Bidang Perikanan Samudera,JPT,"Melaksanakan pengelolaan dan pelayanan pemanfaatan sumber daya ikan, serta keselamatan operasional kapal perikanan.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Perikanan,Integrasi Pelabuhan Perikanan dan Fish Market Bertaraf Internasional,Bidang pangan,JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang pangan.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Perikanan,Integrasi Pelabuhan Perikanan dan Fish Market Bertaraf Internasional,Bidang kelautan dan perikanan,JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang kelautan dan perikanan.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Perikanan,Integrasi Pelabuhan Perikanan dan Fish Market Bertaraf Internasional,Bidang Pertanian,JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang pertanian.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Perikanan,Integrasi Pelabuhan Perikanan dan Fish Market Bertaraf Internasional,Bidang Pengawasan Sumber Daya Kelautan dan Perikanan,JPT,menyelenggarakan perumusan dan pelaksanaan kebijakan di bidang pengawasan pengelolaan sumber daya kelautan dan perikanan.,Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Perikanan,Integrasi Pelabuhan Perikanan dan Fish Market Bertaraf Internasional,Bidang Pemantauan dan Operasi Armada,JPT,"melaksanakan perumusan dan pelaksanaan kebijakan, penyusunan norma, standar, prosedur, dan kriteria, pemberian bimbingan teknis dan supervisi, serta evaluasi dan pelaporan di bidang pemantauan dan operasi armada.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Perikanan,Integrasi Pelabuhan Perikanan dan Fish Market Bertaraf Internasional,Bidang Pengawasan Pengelolaan Sumber Daya Perikanan,JPT,"melaksanakan perumusan dan pelaksanaan kebijakan, penyusunan norma, standar, prosedur, dan kriteria, pemberian bimbingan teknis dan supervisi serta evaluasi dan pelaporan di bidang
 pengawasan pengelolaan sumber daya perikanan.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Perikanan,Integrasi Pelabuhan Perikanan dan Fish Market Bertaraf Internasional,Bidang Pengawasan Pengelolaan Sumber Daya Kelautan,JPT,"menyelenggarakan perumusan
 dan pelaksanaan kebijakan di bidang pengawasan
 pengelolaan sumber daya kelautan dan perikanan",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Perikanan,Integrasi Pelabuhan Perikanan dan Fish Market Bertaraf Internasional,Bidang Penanganan Pelanggaran,JPT,"melaksanakan perumusan dan pelaksanaan kebijakan,
 penyusunan norma, standar, prosedur, dan kriteria,
 pemberian bimbingan teknis dan supervisi serta evaluasi
 dan pelaporan di bidang penanganan pelanggaran",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Perikanan,Integrasi Pelabuhan Perikanan dan Fish Market Bertaraf Internasional,Bidang Kepelabuhanan Perikanan,JPT,"melaksanakan perumusan dan pelaksanaan kebijakan,
 penyusunan norma, standar, prosedur, dan kriteria,
 pemberian bimbingan teknis dan supervisi, serta evaluasi
 dan pelaporan di bidang identifikasi dan pengembangan,
 pengendalian pembangunan, tata operasional,
 kesyahbandaran, pemantauan dan analisis Pelabuhan
 Perikanan Samudera, Pelabuhan Perikanan Nusantara,
 Pelabuhan Perikanan Pantai, dan Pangkalan Pendaratan
 Ikan.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Perikanan,Integrasi Pelabuhan Perikanan dan Fish Market Bertaraf Internasional,Bidang Perizinan dan Kenelayanan,JPT,"melaksanakan perumusan dan pelaksanaan kebijakan,
 penyusunan norma, standar, prosedur, dan kriteria,
 pemberian bimbingan teknis dan supervisi, serta evaluasi
 dan pelaporan di bidang tata perizinan, harmonisasi dan
 pemantauan perizinan, kelembagaan dan perlindungan
 nelayan, serta usaha nelayan.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Perikanan,Integrasi Pelabuhan Perikanan dan Fish Market Bertaraf Internasional,Bidang Penangkapan Ikan,JPT,"melaksanakan uji terap dan penyebarluasan teknologi pemanfaatan sumber daya ikan, pelayanan dan kerja sama teknis, pengujian dan sertifikasi, bimbingan teknis, dan pengelolaan sistem informasi dibidang penangkapan ikan",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Perikanan,Integrasi Pelabuhan Perikanan dan Fish Market Bertaraf Internasional,Bidang Perikanan Samudera,JPT,"Melaksanakan pengelolaan dan pelayanan pemanfaatan sumber daya ikan, serta keselamatan operasional kapal perikanan.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Perikanan,Integrasi Pelabuhan Perikanan dan Fish Market Bertaraf Internasional,Bidang Penguatan Daya Saing Produk Kelautan dan Perikanan,JPT,"menyelenggarakan
 perumusan dan pelaksanaan kebijakan di bidang penguatan
 daya saing dan sistem logistik produk kelautan dan
 perikanan, serta peningkatan keberlanjutan usaha kelautan
 dan perikanan.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Perikanan,Integrasi Pelabuhan Perikanan dan Fish Market Bertaraf Internasional,Bidang Logistik,JPT,"melaksanakan
 perumusan dan pelaksanaan kebijakan, penyusunan
 norma, standar, prosedur, dan kriteria, pemberian
 bimbingan teknis dan supervisi, serta evaluasi dan
 pelaporan di bidang peningkatan sistem logistik meliputi
 pemetaan dan pemantauan, tata niaga, pengadaan dan
 penyimpanan, serta distribusi logistik hasil kelautan dan
 perikanan.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Perikanan,Integrasi Pelabuhan Perikanan dan Fish Market Bertaraf Internasional,Bidang Pengolahan dan Bina Mutu,JPT,"melaksanakan perumusan dan pelaksanaan kebijakan,
 penyusunan norma, standar, prosedur, dan kriteria,
 pemberian bimbingan teknis dan supervisi, serta evaluasi
 dan pelaporan di bidang pengolahan dan pembinaan mutu
 meliputi standardisasi, industri skala mikro, kecil,
 menengah, dan besar, serta diversifikasi hasil kelautan dan
 perikanan.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Perikanan,Integrasi Pelabuhan Perikanan dan Fish Market Bertaraf Internasional,Bidang Pemasaran,JPT,"melaksanakan perumusan dan pelaksanaan kebijakan, penyusunan norma, standar, prosedur, dan kriteria, pemberian 
 bimbingan teknis dan supervisi, serta evaluasi dan
 pelaporan di bidang penguatan pemasaran dan promosi
 meliputi pemetaan, akses, dan promosi pasar dalam dan
 luar negeri serta kemitraan publik pemasaran hasil kelautan
 dan perikanan",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Perikanan,Integrasi Pelabuhan Perikanan dan Fish Market Bertaraf Internasional,Bidang Pengujian Penerapan Produk Kelautan dan Perikanan,JPT,"melaksanakan uji terap teknik pengolahan dan pemasaran, pengujian dan sertifikasi produk, serta pelayanan pengembangan usaha pengolahan dan pemasaran produk kelautan dan perikanan",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Infrastruktur,Pembangunan Wilayah Batam – Bintan,Bidang pekerjaan umum dan penataan ruang,JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang pekerjaan umum dan penataan ruang.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Infrastruktur,Pembangunan Wilayah Batam – Bintan,Bidang Perumahan Rakyat dan Kawasan Pemukiman,JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang Perumahan Rakyat dan Kawasan Pemukiman.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Infrastruktur,Pembangunan Wilayah Batam – Bintan,Bidang Pertanahan,JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang Pertanahan.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Infrastruktur,Pembangunan Wilayah Batam – Bintan,Bidang Perhubungan,JPT,"Merumuskan kebijakan, melaksanakan kebijakan, melaksanakan evaluasi dan pelaporan, dan melaksanakan administrasi di bidang perhubungan",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Infrastruktur,Pembangunan Wilayah Batam – Bintan,Bidang Operasi dan Pemeliharaan,JPT,"Melaksanakan pembinaan pelaksanaan norma, standar, prosedur, dan kriteria di bidang pembinaan operasi dan pemeliharaan serta pembinaan persiapan dan fasilitasi penanganan bencana.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Infrastruktur,Pembangunan Wilayah Batam – Bintan,Bidang Pengembangan Infrastruktur Wilayah Nasional,JPT,"Melaksanakan penyusunan kebijakan teknis dan rencana terpadu pembangunan infrastruktur pekerjaan umum dan perumahan rakyat, pelaksanaan koordinasi keterpaduan rencana dan sinkronisasi program, serta pemantauan, evaluasi, dan pelaporan pelaksanaan rencana terpadu pembangunan infrastruktur pekerjaan umum dan perumahan rakyat pada wilayah nasional berdasarkan pendekatan pengembangan wilayah",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Infrastruktur,Pembangunan Wilayah Batam – Bintan,Bidang Produk Wisata dan Penyelenggara Kegiatan (Events),JPT,menyelenggarakan perumusan dan pelaksanaan kebijakan teknis pengembangan produk wisata dan penyelenggaraan kegiatan,Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Infrastruktur,Pembangunan Wilayah Batam – Bintan,Bidang Ekonomi Digital dan Produk Kreatif,JPT,"menyelenggarakan perumusan dan
 pelaksanaan kebijakan teknis pengembangan ekonomi
 digital dan produk kreatif",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Infrastruktur,Pembangunan Wilayah Batam – Bintan,Bidang Pengembangan Sumber Daya Manusia Ekonomi Kreatif,JPT,"perumusan dan pelaksanaan kebijakan teknis, penyusunan norma, standar, prosedur, dan kriteria, pemberian bimbingan teknis dan supervisi, pemantauan, analisis, evaluasi, dan pelaporan di bidang pengembangan sumber daya manusia ekonomi kreatif",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Infrastruktur,Pembangunan Wilayah Batam – Bintan,Bidang Infrastruktur Ekonomi Kreatif,JPT,"perumusan dan pelaksanaan kebijakan teknis, penyusunan norma, standar, prosedur, dan kriteria, pemberian bimbingan teknis dan supervisi, pemantauan, analisis, evaluasi, dan pelaporan dimbidang infrastruktur ekonomi kreatif",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Infrastruktur,Pembangunan Wilayah Batam – Bintan,Bidang Manajemen Industri,JPT,"perumusan
 dan pelaksanaan kebijakan teknis, pemantauan, analisis,
 evaluasi, dan pelaporan di bidang manajemen industri",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Infrastruktur,Pembangunan Wilayah Batam – Bintan,Bidang Manajemen Investasi,JPT,"perumusan dan pelaksanaan kebijakan teknis, pemantauan, www.jdih.kemenparekraf.go.id - 40- analisis, evaluasi, dan pelaporan di bidang manajemen investasi, serta fasilitasi pembentukan kawasan ekonomi khusus di bidang pariwisata dan ekonomi kreatif.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Infrastruktur,Pembangunan Wilayah Batam – Bintan,Bidang Akses Pembiayaan,JPT,"perumusan dan pelaksanaan kebijakan teknis, pemantauan, analisis, evaluasi, dan pelaporan di bidang akses pembiayaan pariwisata dan ekonomi kreatif.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Infrastruktur,Pembangunan Wilayah Batam – Bintan,Bidang Fasilitasi Kekayaan Intelektual,JPT,"perumusan dan pelaksanaan kebijakan teknis, pemantauan, analisis, evaluasi, dan pelaporan di bidang pengembangan kekayaan intelektual industri kreatif",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Infrastruktur,Pembangunan Wilayah Batam – Bintan,Bidang Standardisasi dan Sertifikasi Usaha,JPT,"perumusan dan pelaksanaan kebijakan teknis,
 pemantauan, analisis, evaluasi, dan pelaporan di bidang
 standardisasi dan sertifikasi usaha pariwisata dan ekonomi
 kreatif.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Infrastruktur,Pembangunan Wilayah Batam – Bintan,Bidang Komunikasi Pemasaran,JPT,"perumusan dan pelaksanaan kebijakan teknis, penyusunan
 norma, standar, prosedur, dan kriteria, pemberian bimbingan
 teknis dan supervisi, pemantauan, analisis, evaluasi, dan
 pelaporan di bidang komunikasi pemasaran destinasi
 pariwisata dan produk ekonomi kreatif.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Infrastruktur,Pembangunan Wilayah Batam – Bintan,Bidang Pemasaran Pariwisata Nusantara,JPT,"perumusan dan pelaksanaan kebijakan teknis,
 penyusunan norma, standar, prosedur, dan kriteria,
 pemberian bimbingan teknis dan supervisi, pemantauan,
 analisis, evaluasi, dan pelaporan di bidang pemasaran
 pariwisata wilayah Indonesia",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Infrastruktur,Pembangunan Wilayah Batam – Bintan,Bidang Pemasaran Ekonomi Kreatif,JPT,"perumusan dan pelaksanaan kebijakan teknis, pemantauan,
 analisis, evaluasi, dan pelaporan di bidang pemasaran
 ekonomi kreatif.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Infrastruktur,Pembangunan Wilayah Batam – Bintan,Bidang Wisata Minat Khusus,JPT,"perumusan dan pelaksanaan kebijakan teknis, pemantauan, analisis, evaluasi, dan pelaporan di bidang peningkatan kerja sama dan kapasitas pemangku kepentingan, pengembangan produk, konten, aktivitas, serta publikasi dan promosi wisata minat khusus di dalam dan luar negeri.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Infrastruktur,Pembangunan Wilayah Batam – Bintan,"Bidang Pertemuan, Insentif, Konvensi, dan Pameran",JPT,"perumusan dan pelaksanaan kebijakan teknis, pemantauan, evaluasi, dan pelaporan di bidang pertemuan, insentif, konvensi, dan pameran.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Infrastruktur,Pembangunan Wilayah Batam – Bintan,Bidang Event Nasional dan Internasional,JPT,"perumusan dan pelaksanaan kebijakan teknis,
 pemantauan, analisis, evaluasi, dan pelaporan di bidang
 strategi dan promosi, peningkatan jejaring dan fasilitasi
 pemangku kepentingan, dan penyelenggaraan event nasional
 dan internasional",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Infrastruktur,Pembangunan Wilayah Batam – Bintan,Direktur Event Daerah,JPT,"perumusan dan
 pelaksanaan kebijakan teknis, serta pemantauan, analisis,
 evaluasi, dan pelaporan di bidang strategi dan promosi,
 peningkatan jejaring, fasilitasi pemangku kepentingan event
 daerah.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Infrastruktur,Pembangunan Wilayah Batam – Bintan,Bidang Tata Kelola Ekonomi Digital,JPT,"perumusan dan pelaksanaan kebijakan teknis, pemantauan,
 analisis, evaluasi, dan pelaporan di bidang penguatan tata
 kelola dan fasilitasi pemangku kepentingan ekonomi digital",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Infrastruktur,Pembangunan Wilayah Batam – Bintan,"Bidang Aplikasi, Permainan, TV, dan Radio",JPT,"perumusan dan pelaksanaan kebijakan
 teknis, pemantauan, analisis, evaluasi, dan pelaporan di
 bidang penciptaan talenta, penguatan kreasi, dan fasilitasi
 pemangku kepentingan di bidang aplikasi, permainan,
 televisi, dan radio.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
Infrastruktur,Pembangunan Wilayah Batam – Bintan,"Bidang Kuliner, Kriya, Desain, dan Fesyen",JPT,"perumusan dan pelaksanaan kebijakan teknis,
 pemantauan, analisis, evaluasi, dan pelaporan di bidang
 penciptaan talenta, penguatan kreasi, dan fasilitasi pemangku
 kepentingan di bidang kuliner, kriya, desain interior,
 arsitektur, desain komunikasi visual, desain produk, dan
 fesyen.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9
